rt,participantID,age,gender,language,amE,education,comments,item,qud,utterance,verb,prior,which,response,response_type,environment
43165,105,71,male,English,AmE,some college,""":""thank you""}",petshelter,nai,q-stop,stop,lower,FIRST,0.75,notPOST,question
43165,105,71,male,English,AmE,some college,""":""thank you""}",petshelter,nai,q-stop,stop,lower,SECOND,0.27,PRE,question
64197.90000009537,30,57,female,English,AmE,graduated college,""":""none""}",bike,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
64197.90000009537,30,57,female,English,AmE,graduated college,""":""none""}",bike,ai,neg-stop,stop,lower,SECOND,0.020000000000000018,notPOST,negation
93748,214,30,female,English,AmE,graduated college,""":""Good luck with your research!""}",bike,ai,neg-know,know,lower,FIRST,0,CC,negation
93748,214,30,female,English,AmE,graduated college,""":""Good luck with your research!""}",bike,ai,neg-know,know,lower,SECOND,0.01,BEL,negation
56815.89999997616,213,54,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,FIRST,1,CC,negation
56815.89999997616,213,54,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,SECOND,0.77,BEL,negation
49088.09999999404,502,47,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
49088.09999999404,502,47,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
31502.90000000596,239,35,female,English,AmE,some college,""":""""}",bike,ai,q-stop,stop,higher,FIRST,0.81,PRE,question
31502.90000000596,239,35,female,English,AmE,some college,""":""""}",bike,ai,q-stop,stop,higher,SECOND,0.31000000000000005,notPOST,question
72938.10000002384,575,25,male,English,AmE,graduated high school,""":""""}",bike,nai,q-stop,stop,lower,FIRST,0.18999999999999995,notPOST,question
72938.10000002384,575,25,male,English,AmE,graduated high school,""":""""}",bike,nai,q-stop,stop,lower,SECOND,0.76,PRE,question
72103.60000002384,262,72,male,English,AmE,graduated high school,""":""""}",bike,ai,q-stop,stop,lower,FIRST,0.51,PRE,question
72103.60000002384,262,72,male,English,AmE,graduated high school,""":""""}",bike,ai,q-stop,stop,lower,SECOND,0.8200000000000001,notPOST,question
66207.70000004768,71,48,female,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,lower,FIRST,0.5,CC,negation
66207.70000004768,71,48,female,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,lower,SECOND,0.52,BEL,negation
115300.1000000001,505,60,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,FIRST,0,BEL,question
115300.1000000001,505,60,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,SECOND,0,CC,question
222260,92,39,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
222260,92,39,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,higher,SECOND,0,notPOST,negation
67155.69999998808,623,53,female,English,AmE,graduated college,""":""none""}",bike,ai,neg-stop,stop,higher,FIRST,0.27,PRE,negation
67155.69999998808,623,53,female,English,AmE,graduated college,""":""none""}",bike,ai,neg-stop,stop,higher,SECOND,0.79,notPOST,negation
40810.89999999106,364,32,female,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,FIRST,0.17,CC,question
40810.89999999106,364,32,female,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,SECOND,0.89,BEL,question
62806.29999995232,496,25,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
62806.29999995232,496,25,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,lower,SECOND,0,notPOST,negation
70907,300,23,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,higher,FIRST,0.75,BEL,question
70907,300,23,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,higher,SECOND,0.89,CC,question
62414.5,527,36,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,FIRST,0.44999999999999996,notPOST,question
62414.5,527,36,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,SECOND,0.56,PRE,question
71706.40000000014,542,36,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,higher,FIRST,0.36,notPOST,negation
71706.40000000014,542,36,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,higher,SECOND,0.84,PRE,negation
64384.80000001192,215,67,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,FIRST,0.08,BEL,question
64384.80000001192,215,67,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,SECOND,0.04,CC,question
94096.5,531,73,female,English,AmE,graduated high school,""":""""}",petshelter,ai,q-stop,stop,lower,FIRST,0.91,PRE,question
94096.5,531,73,female,English,AmE,graduated high school,""":""""}",petshelter,ai,q-stop,stop,lower,SECOND,0.07999999999999996,notPOST,question
87910.5,579,50,male,English,AmE,hold a higher degree,""":""It seems a bit odd to try to evaluate that statement without knowing how the interaction that brought it about unfolded.""}",subway,nai,neg-know,know,lower,FIRST,0.72,BEL,negation
87910.5,579,50,male,English,AmE,hold a higher degree,""":""It seems a bit odd to try to evaluate that statement without knowing how the interaction that brought it about unfolded.""}",subway,nai,neg-know,know,lower,SECOND,0.55,CC,negation
65468.800000000745,125,46,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,FIRST,0.82,CC,negation
65468.800000000745,125,46,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,SECOND,0.34,BEL,negation
46481,526,60,female,English,AmE,hold a higher degree,""":""none""}",subway,nai,neg-know,know,lower,FIRST,0,BEL,negation
46481,526,60,female,English,AmE,hold a higher degree,""":""none""}",subway,nai,neg-know,know,lower,SECOND,1,CC,negation
41540,597,57,male,English,AmE,graduated college,""":""it is sometimes hard to know if they actually didn't know or they didn't know because the person did do something.""}",bike,ai,neg-know,know,higher,FIRST,0.54,CC,negation
41540,597,57,male,English,AmE,graduated college,""":""it is sometimes hard to know if they actually didn't know or they didn't know because the person did do something.""}",bike,ai,neg-know,know,higher,SECOND,0,BEL,negation
83530.80000001192,296,46,female,English,AmE,some college,""":""""}",petshelter,ai,q-stop,stop,lower,FIRST,0,PRE,question
83530.80000001192,296,46,female,English,AmE,some college,""":""""}",petshelter,ai,q-stop,stop,lower,SECOND,1,notPOST,question
36403,126,36,male,English,AmE,graduated college,""":""n/a""}",bike,ai,neg-know,know,higher,FIRST,0.22,CC,negation
36403,126,36,male,English,AmE,graduated college,""":""n/a""}",bike,ai,neg-know,know,higher,SECOND,0.22,BEL,negation
149241.60000002384,165,46,female,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,FIRST,0.85,notPOST,question
149241.60000002384,165,46,female,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,SECOND,0,PRE,question
61434.90000003576,284,55,male,English,AmE,some college,""":""""}",bike,ai,neg-know,know,higher,FIRST,0.21,CC,negation
61434.90000003576,284,55,male,English,AmE,some college,""":""""}",bike,ai,neg-know,know,higher,SECOND,0.22,BEL,negation
46995.19999998808,120,37,male,English,AmE,graduated college,""":""Good Study""}",bike,nai,q-stop,stop,lower,FIRST,0.27,notPOST,question
46995.19999998808,120,37,male,English,AmE,graduated college,""":""Good Study""}",bike,nai,q-stop,stop,lower,SECOND,0.75,PRE,question
53386,423,55,female,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,lower,FIRST,0.04,BEL,negation
53386,423,55,female,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,lower,SECOND,0.9,CC,negation
32493.599999964237,142,27,female,English,AmE,graduated high school,""":""""}",bike,ai,q-stop,stop,higher,FIRST,1,PRE,question
32493.599999964237,142,27,female,English,AmE,graduated high school,""":""""}",bike,ai,q-stop,stop,higher,SECOND,0.94,notPOST,question
34486.700000047684,175,46,female,English,AmE,graduated high school,""":""""}",bike,ai,neg-know,know,higher,FIRST,0.73,CC,negation
34486.700000047684,175,46,female,English,AmE,graduated high school,""":""""}",bike,ai,neg-know,know,higher,SECOND,0.82,BEL,negation
41932,596,64,male,English,AmE,hold a higher degree,""":""none""}",bike,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
41932,596,64,male,English,AmE,hold a higher degree,""":""none""}",bike,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
89784.89999961853,81,51,male,English,AmE,graduated high school,""":""""}",petshelter,ai,q-know,know,lower,FIRST,0,CC,question
89784.89999961853,81,51,male,English,AmE,graduated high school,""":""""}",petshelter,ai,q-know,know,lower,SECOND,0.5,BEL,question
41508,43,64,male,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,FIRST,0.06999999999999995,notPOST,negation
41508,43,64,male,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,SECOND,0.93,PRE,negation
105399.29999995232,362,55,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,neg-know,know,lower,FIRST,0.12,BEL,negation
105399.29999995232,362,55,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,neg-know,know,lower,SECOND,0.84,CC,negation
157268.5,250,29,male,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,FIRST,0.13,PRE,negation
157268.5,250,29,male,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,SECOND,0.9,notPOST,negation
78611.19999998808,393,66,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,FIRST,0.13,CC,question
78611.19999998808,393,66,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,SECOND,0.11,BEL,question
51984,624,56,male,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,higher,FIRST,0.36,PRE,question
51984,624,56,male,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,higher,SECOND,0.5800000000000001,notPOST,question
65739,389,46,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,FIRST,0.62,BEL,question
65739,389,46,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,SECOND,0.62,CC,question
68078.79999995232,295,45,female,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,FIRST,0.78,notPOST,question
68078.79999995232,295,45,female,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,SECOND,0.71,PRE,question
57890.09999999998,348,59,male,English,AmE,graduated college,""":""N/A""}",subway,ai,q-stop,stop,higher,FIRST,1,PRE,question
57890.09999999998,348,59,male,English,AmE,graduated college,""":""N/A""}",subway,ai,q-stop,stop,higher,SECOND,0,notPOST,question
134515.2999997139,435,64,female,English,AmE,graduated college,""":""The study was fine but the boxes on the demographic section are very small and hard to read.""}",bike,ai,q-stop,stop,higher,FIRST,1,PRE,question
134515.2999997139,435,64,female,English,AmE,graduated college,""":""The study was fine but the boxes on the demographic section are very small and hard to read.""}",bike,ai,q-stop,stop,higher,SECOND,1,notPOST,question
101498.90000000002,488,53,male,English,AmE,some college,""":""N/A""}",subway,ai,q-stop,stop,lower,FIRST,0.1,PRE,question
101498.90000000002,488,53,male,English,AmE,some college,""":""N/A""}",subway,ai,q-stop,stop,lower,SECOND,1,notPOST,question
64500.29999999702,266,51,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,FIRST,0.74,BEL,question
64500.29999999702,266,51,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,SECOND,0.82,CC,question
77198.90000000596,68,41,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,FIRST,0.27,notPOST,question
77198.90000000596,68,41,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,SECOND,1,PRE,question
36927.69999998808,179,27,male,English,AmE,graduated college,""":""no""}",petshelter,nai,q-stop,stop,lower,FIRST,0.21999999999999997,notPOST,question
36927.69999998808,179,27,male,English,AmE,graduated college,""":""no""}",petshelter,nai,q-stop,stop,lower,SECOND,0.73,PRE,question
108133.09999999404,173,73,female,English,AmE,some college,". ""}",subway,ai,q-know,know,higher,FIRST,1,CC,question
108133.09999999404,173,73,female,English,AmE,some college,". ""}",subway,ai,q-know,know,higher,SECOND,1,BEL,question
40045.800000190735,639,65,female,English,AmE,some college,""":""""}",bike,nai,neg-know,know,higher,FIRST,0.29,BEL,negation
40045.800000190735,639,65,female,English,AmE,some college,""":""""}",bike,nai,neg-know,know,higher,SECOND,0.48,CC,negation
38814,48,52,preferNoToSay,English,AmE,some college,""":""""}",subway,ai,q-know,know,higher,FIRST,0.83,CC,question
38814,48,52,preferNoToSay,English,AmE,some college,""":""""}",subway,ai,q-know,know,higher,SECOND,0.62,BEL,question
63191.20000000007,122,47,female,English,AmE,some college,""":""""}",subway,ai,q-stop,stop,higher,FIRST,0.79,PRE,question
63191.20000000007,122,47,female,English,AmE,some college,""":""""}",subway,ai,q-stop,stop,higher,SECOND,0.21999999999999997,notPOST,question
60048.69999999972,539,56,female,English,AmE,some college,""":""Anything is possible I suppose...""}",bike,nai,q-know,know,lower,FIRST,0.28,BEL,question
60048.69999999972,539,56,female,English,AmE,some college,""":""Anything is possible I suppose...""}",bike,nai,q-know,know,lower,SECOND,0.81,CC,question
66215.3999999999,558,39,male,English,AmE,graduated college,""":""no issues""}",subway,nai,q-know,know,lower,FIRST,0.48,BEL,question
66215.3999999999,558,39,male,English,AmE,graduated college,""":""no issues""}",subway,nai,q-know,know,lower,SECOND,0.11,CC,question
94893.09999999404,134,65,female,English,AmE,some college,""":""N/A""}",subway,nai,neg-know,know,higher,FIRST,1,BEL,negation
94893.09999999404,134,65,female,English,AmE,some college,""":""N/A""}",subway,nai,neg-know,know,higher,SECOND,1,CC,negation
45775.69999998808,439,39,female,English,AmE,some college,""":""it is different, very interesting.""}",petshelter,ai,q-know,know,lower,FIRST,0.09,CC,question
45775.69999998808,439,39,female,English,AmE,some college,""":""it is different, very interesting.""}",petshelter,ai,q-know,know,lower,SECOND,0.32,BEL,question
52439.5,150,54,female,English,AmE,graduated high school,""":""""}",bike,nai,q-know,know,lower,FIRST,0.49,BEL,question
52439.5,150,54,female,English,AmE,graduated high school,""":""""}",bike,nai,q-know,know,lower,SECOND,0.61,CC,question
77006.00000000001,60,41,male,English,AmE,graduated college,""":""None ""}",petshelter,nai,q-know,know,higher,FIRST,0.66,BEL,question
77006.00000000001,60,41,male,English,AmE,graduated college,""":""None ""}",petshelter,nai,q-know,know,higher,SECOND,0.66,CC,question
54982.69999998808,330,61,male,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
54982.69999998808,330,61,male,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
64937.5,433,58,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-stop,stop,higher,FIRST,0.81,PRE,question
64937.5,433,58,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-stop,stop,higher,SECOND,0.42000000000000004,notPOST,question
91843,102,55,female,English,AmE,graduated college,""":""none""}",petshelter,ai,q-know,know,lower,FIRST,1,CC,question
91843,102,55,female,English,AmE,graduated college,""":""none""}",petshelter,ai,q-know,know,lower,SECOND,0,BEL,question
51777,291,29,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-stop,stop,lower,FIRST,0.5,PRE,question
51777,291,29,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-stop,stop,lower,SECOND,0.8200000000000001,notPOST,question
109700.2000002861,89,49,male,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,higher,FIRST,0.37,BEL,negation
109700.2000002861,89,49,male,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,higher,SECOND,0.63,CC,negation
73051.89999999106,177,75,female,English,AmE,hold a higher degree,""":""none""}",petshelter,ai,q-know,know,lower,FIRST,0.37,CC,question
73051.89999999106,177,75,female,English,AmE,hold a higher degree,""":""none""}",petshelter,ai,q-know,know,lower,SECOND,0.4,BEL,question
42360.09999999404,53,51,female,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-know,know,lower,FIRST,0.01,BEL,negation
42360.09999999404,53,51,female,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-know,know,lower,SECOND,0,CC,negation
49734.40000000596,388,68,male,English,AmE,graduated college,""":""""}",subway,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
49734.40000000596,388,68,male,English,AmE,graduated college,""":""""}",subway,ai,neg-stop,stop,higher,SECOND,0,notPOST,negation
57668.09999990463,532,32,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,FIRST,0.99,CC,negation
57668.09999990463,532,32,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,SECOND,0.21,BEL,negation
121154.19999998808,320,39,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,higher,FIRST,0.22999999999999998,notPOST,question
121154.19999998808,320,39,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,higher,SECOND,0.79,PRE,question
44747.89999999991,615,46,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,higher,FIRST,0.53,notPOST,question
44747.89999999991,615,46,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,higher,SECOND,0.57,PRE,question
68778.79999923706,40,38,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0.36,BEL,question
68778.79999923706,40,38,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0.99,CC,question
62307,36,34,female,English,AmE,hold a higher degree,""":""I'm not clear as to the hypothesis in this study...""}",petshelter,ai,q-stop,stop,lower,FIRST,0,PRE,question
62307,36,34,female,English,AmE,hold a higher degree,""":""I'm not clear as to the hypothesis in this study...""}",petshelter,ai,q-stop,stop,lower,SECOND,0.8,notPOST,question
91613.60000002384,577,35,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,FIRST,0.28,notPOST,question
91613.60000002384,577,35,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,SECOND,0.73,PRE,question
61901,58,33,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,FIRST,0,BEL,negation
61901,58,33,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,SECOND,1,CC,negation
60804.90000000037,237,74,male,English,AmE,some college,""":""none""}",bike,ai,q-stop,stop,lower,FIRST,0.89,PRE,question
60804.90000000037,237,74,male,English,AmE,some college,""":""none""}",bike,ai,q-stop,stop,lower,SECOND,0.12,notPOST,question
47298.19999998808,464,29,male,English,AmE,hold a higher degree,""":""""}",petshelter,ai,neg-stop,stop,lower,FIRST,0.8,PRE,negation
47298.19999998808,464,29,male,English,AmE,hold a higher degree,""":""""}",petshelter,ai,neg-stop,stop,lower,SECOND,0.14,notPOST,negation
64102.69999998808,534,71,female,English,AmE,graduated college,""":""interesting survey""}",subway,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
64102.69999998808,534,71,female,English,AmE,graduated college,""":""interesting survey""}",subway,ai,neg-stop,stop,higher,SECOND,0,notPOST,negation
57062.39999999851,442,33,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0.64,BEL,question
57062.39999999851,442,33,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0.73,CC,question
30264,473,26,female,English,AmE,graduated college,""":""NA""}",subway,nai,neg-stop,stop,higher,FIRST,0.10999999999999999,notPOST,negation
30264,473,26,female,English,AmE,graduated college,""":""NA""}",subway,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
92926,231,51,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-stop,stop,higher,FIRST,0.12,notPOST,question
92926,231,51,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-stop,stop,higher,SECOND,1,PRE,question
72045,139,49,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,FIRST,0,BEL,negation
72045,139,49,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,SECOND,0,CC,negation
37578.79999995232,585,55,male,English,AmE,graduated high school,""":""""}",petshelter,ai,neg-know,know,lower,FIRST,0.91,CC,negation
37578.79999995232,585,55,male,English,AmE,graduated high school,""":""""}",petshelter,ai,neg-know,know,lower,SECOND,0.04,BEL,negation
46229.89999997616,578,29,male,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,lower,FIRST,0.41,PRE,question
46229.89999997616,578,29,male,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,lower,SECOND,0.78,notPOST,question
62215.900000002235,329,40,male,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
62215.900000002235,329,40,male,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,lower,SECOND,0.86,PRE,negation
37961.09999999963,135,46,female,English,AmE,graduated high school,""":""""}",bike,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
37961.09999999963,135,46,female,English,AmE,graduated high school,""":""""}",bike,ai,neg-stop,stop,higher,SECOND,0,notPOST,negation
46698.39999997616,352,53,male,English,AmE,some college,""":""""}",bike,ai,q-stop,stop,higher,FIRST,0.31,PRE,question
46698.39999997616,352,53,male,English,AmE,some college,""":""""}",bike,ai,q-stop,stop,higher,SECOND,0.65,notPOST,question
41363.19999999972,525,37,female,English,AmE,graduated college,""":""none""}",subway,ai,q-stop,stop,lower,FIRST,1,PRE,question
41363.19999999972,525,37,female,English,AmE,graduated college,""":""none""}",subway,ai,q-stop,stop,lower,SECOND,0.97,notPOST,question
44181,322,35,female,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,lower,FIRST,0.79,PRE,question
44181,322,35,female,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,lower,SECOND,0.77,notPOST,question
34969,312,34,male,English,AmE,graduated high school,""":""""}",bike,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
34969,312,34,male,English,AmE,graduated high school,""":""""}",bike,ai,neg-stop,stop,lower,SECOND,0,notPOST,negation
47742,602,55,male,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,FIRST,0.51,CC,question
47742,602,55,male,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,SECOND,0.51,BEL,question
69471.39999997616,401,46,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
69471.39999997616,401,46,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,lower,SECOND,0,notPOST,negation
59612.99999999999,586,37,female,English,AmE,graduated high school,""":""""}",subway,ai,neg-know,know,lower,FIRST,1,CC,negation
59612.99999999999,586,37,female,English,AmE,graduated high school,""":""""}",subway,ai,neg-know,know,lower,SECOND,0,BEL,negation
44733,440,67,male,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,FIRST,0.52,BEL,question
44733,440,67,male,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,SECOND,0.51,CC,question
41349,514,68,female,English,AmE,graduated high school,""":""""}",subway,ai,q-know,know,lower,FIRST,0,CC,question
41349,514,68,female,English,AmE,graduated high school,""":""""}",subway,ai,q-know,know,lower,SECOND,0,BEL,question
132045.59999999986,500,72,female,English,AmE,graduated college,""":""n/a""}",petshelter,ai,q-know,know,lower,FIRST,0,CC,question
132045.59999999986,500,72,female,English,AmE,graduated college,""":""n/a""}",petshelter,ai,q-know,know,lower,SECOND,1,BEL,question
68269.10000002384,35,60,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,higher,FIRST,1,PRE,question
68269.10000002384,35,60,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,higher,SECOND,0.32999999999999996,notPOST,question
83048.89999997616,195,40,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,FIRST,0.5,BEL,negation
83048.89999997616,195,40,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,SECOND,0.5,CC,negation
88514.80000001192,251,73,female,English,AmE,graduated high school,""":"" no""}",petshelter,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
88514.80000001192,251,73,female,English,AmE,graduated high school,""":"" no""}",petshelter,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
130333.2000000002,310,31,female,English,AmE,graduated high school,""":""""}",subway,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
130333.2000000002,310,31,female,English,AmE,graduated high school,""":""""}",subway,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
42245.09999996424,399,44,male,English,AmE,graduated high school,""":""""}",subway,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
42245.09999996424,399,44,male,English,AmE,graduated high school,""":""""}",subway,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
44171.70000004768,409,50,male,English,AmE,graduated college,""":""Thank you for this opportunity.""}",bike,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
44171.70000004768,409,50,male,English,AmE,graduated college,""":""Thank you for this opportunity.""}",bike,ai,neg-stop,stop,higher,SECOND,0,notPOST,negation
61679,499,42,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,FIRST,0.38,notPOST,question
61679,499,42,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,SECOND,0.66,PRE,question
74298,576,55,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,FIRST,1,CC,negation
74298,576,55,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,SECOND,0.67,BEL,negation
85734.29999999981,565,70,male,English,AmE,some college,""":""Even if the question is answered, it will not be a reliable indication of how the list should be completed.""}",subway,nai,q-know,know,lower,FIRST,0.32,BEL,question
85734.29999999981,565,70,male,English,AmE,some college,""":""Even if the question is answered, it will not be a reliable indication of how the list should be completed.""}",subway,nai,q-know,know,lower,SECOND,0.13,CC,question
41206.00000000001,14,29,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,FIRST,0.41,BEL,question
41206.00000000001,14,29,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,SECOND,0.36,CC,question
67870.40000000596,27,31,male,English,AmE,graduated college,""":""no comment.""}",bike,ai,q-stop,stop,lower,FIRST,1,PRE,question
67870.40000000596,27,31,male,English,AmE,graduated college,""":""no comment.""}",bike,ai,q-stop,stop,lower,SECOND,1,notPOST,question
74086,228,55,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-know,know,higher,FIRST,0.69,BEL,question
74086,228,55,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-know,know,higher,SECOND,0.5,CC,question
37710.5,342,58,male,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0.05,BEL,question
37710.5,342,58,male,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0.01,CC,question
88031.19999998808,530,56,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,FIRST,0.66,BEL,negation
88031.19999998808,530,56,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,SECOND,0.55,CC,negation
90967,475,39,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,higher,FIRST,0.23,BEL,question
90967,475,39,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,higher,SECOND,0.58,CC,question
34161.199999999255,548,36,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0.2,BEL,question
34161.199999999255,548,36,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0,CC,question
61655.09999999998,264,28,male,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
