rt,response,trial_type,trial_index,time_elapsed,internal_node_id,condition,correct,stimulus,success,timeout,failed_images,failed_audio,failed_video,question_order,accuracy,participant_id,ctime
NA,NA,preload,2,34392,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-nai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,7bf178bc-af7d-41ef-beb1-3343baf90bac,2025-11-17 14:38:18 CET
33404,0,html-button-response,3,67797,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-nai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,7bf178bc-af7d-41ef-beb1-3343baf90bac,2025-11-17 14:38:18 CET
68078.79999995232,"{""stimFIRST"":22,""stimSECOND"":71}",multiple-slider,4,135879,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-nai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,7bf178bc-af7d-41ef-beb1-3343baf90bac,2025-11-17 14:38:18 CET
18251,"{""P0_Q0"":null,""age"":""45"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,5,154235,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-nai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],7bf178bc-af7d-41ef-beb1-3343baf90bac,2025-11-17 14:38:18 CET
10076,"{""Q0"":""Susan""}",survey-text,0,10081,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,8f002f9f-0c88-4546-aaab-1a586d4aae72,2025-11-17 14:39:09 CET
2087,0,html-button-response,1,12169,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,8f002f9f-0c88-4546-aaab-1a586d4aae72,2025-11-17 14:39:09 CET
NA,NA,preload,2,13024,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,8f002f9f-0c88-4546-aaab-1a586d4aae72,2025-11-17 14:39:09 CET
4215,0,html-button-response,3,17239,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,8f002f9f-0c88-4546-aaab-1a586d4aae72,2025-11-17 14:39:09 CET
57890.09999999998,"{""stimFIRST"":100,""stimSECOND"":100}",multiple-slider,4,75131,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,8f002f9f-0c88-4546-aaab-1a586d4aae72,2025-11-17 14:39:09 CET
24268,"{""P0_Q0"":null,""age"":""59"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""N/A""}",survey,5,99420,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],8f002f9f-0c88-4546-aaab-1a586d4aae72,2025-11-17 14:39:09 CET
14209,"{""Q0"":""Jennifer""}",survey-text,0,14230,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ad69a23d-1be8-4c14-bfc3-98e12dc25b4c,2025-11-17 14:40:02 CET
3116,0,html-button-response,1,17347,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,ad69a23d-1be8-4c14-bfc3-98e12dc25b4c,2025-11-17 14:40:02 CET
NA,NA,preload,2,18095,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,ad69a23d-1be8-4c14-bfc3-98e12dc25b4c,2025-11-17 14:40:02 CET
5186,0,html-button-response,3,23282,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,ad69a23d-1be8-4c14-bfc3-98e12dc25b4c,2025-11-17 14:40:02 CET
134515.2999997139,"{""stimFIRST"":100,""stimSECOND"":0}",multiple-slider,4,157800,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,ad69a23d-1be8-4c14-bfc3-98e12dc25b4c,2025-11-17 14:40:02 CET
92529,"{""P0_Q0"":null,""age"":""64"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""The study was fine but the boxes on the demographic section are very small and hard to read.""}",survey,5,250385,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],ad69a23d-1be8-4c14-bfc3-98e12dc25b4c,2025-11-17 14:40:02 CET
26989,"{""Q0"":""Patricia""}",survey-text,0,27012,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,c2bcddf7-a73e-475d-95af-d6c285b524bf,2025-11-17 14:41:05 CET
4232,0,html-button-response,1,31250,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,c2bcddf7-a73e-475d-95af-d6c285b524bf,2025-11-17 14:41:05 CET
NA,NA,preload,2,32981,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,c2bcddf7-a73e-475d-95af-d6c285b524bf,2025-11-17 14:41:05 CET
8116,0,html-button-response,3,41100,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,c2bcddf7-a73e-475d-95af-d6c285b524bf,2025-11-17 14:41:05 CET
101498.90000000002,"{""stimFIRST"":10,""stimSECOND"":0}",multiple-slider,4,142608,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,c2bcddf7-a73e-475d-95af-d6c285b524bf,2025-11-17 14:41:05 CET
30333,"{""P0_Q0"":null,""age"":""53"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""N/A""}",survey,5,173162,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],c2bcddf7-a73e-475d-95af-d6c285b524bf,2025-11-17 14:41:05 CET
12253,"{""Q0"":""Linda""}",survey-text,0,12264,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the commuting habits of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-nai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,6f885bbe-1414-4301-bf67-803ac85d3c83,2025-11-17 14:42:37 CET
2153,0,html-button-response,1,14419,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the commuting habits of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-nai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,6f885bbe-1414-4301-bf67-803ac85d3c83,2025-11-17 14:42:37 CET
NA,NA,preload,2,15184,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the commuting habits of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-nai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,6f885bbe-1414-4301-bf67-803ac85d3c83,2025-11-17 14:42:37 CET
7054,0,html-button-response,3,22239,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the commuting habits of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-nai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,6f885bbe-1414-4301-bf67-803ac85d3c83,2025-11-17 14:42:37 CET
64500.29999999702,"{""stimFIRST"":74,""stimSECOND"":82}",multiple-slider,4,86740,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the commuting habits of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-nai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,6f885bbe-1414-4301-bf67-803ac85d3c83,2025-11-17 14:42:37 CET
26244,"{""P0_Q0"":null,""age"":""51"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,5,113028,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the commuting habits of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-nai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],6f885bbe-1414-4301-bf67-803ac85d3c83,2025-11-17 14:42:37 CET
